utt_id	speaker	audio_path	text
Dung_ngan_0180	Dung	dataset/Dung/ngan/Recording (181).wav	chúng tôi leo bộ hơn ba giờ mới tới được thác nước hùng vĩ
Dung_ngan_0181	Dung	dataset/Dung/ngan/Recording (182).wav	ly trà atiso nóng giúp xua tan cái lạnh của vùng cao nguyên
Dung_ngan_0182	Dung	dataset/Dung/ngan/Recording (183).wav	khu phố đèn lồng lung linh khiến ai cũng muốn nán lại chụp ảnh
Dung_ngan_0183	Dung	dataset/Dung/ngan/Recording (184).wav	buổi sáng ở làng chài rộn ràng tiếng người mua bán hải sản tươi
Dung_ngan_0184	Dung	dataset/Dung/ngan/Recording (185).wav	mẹt bánh cuốn tráng nóng bốc khói nghi ngút giữa trời se lạnh
Dung_ngan_0185	Dung	dataset/Dung/ngan/Recording (186).wav	chúng tôi ghé thăm vườn trái cây và tự tay hái những quả chín mọng
Dung_ngan_0186	Dung	dataset/Dung/ngan/Recording (187).wav	con đường gốm sứ ven sông là điểm dạo bộ ưa thích của du khách
Dung_ngan_0187	Dung	dataset/Dung/ngan/Recording (188).wav	nồi bún riêu cua thơm mùi cà chua và mắm tôm đặc trưng
Dung_ngan_0188	Dung	dataset/Dung/ngan/Recording (189).wav	người thợ khéo léo tráng từng lớp bánh tráng mỏng như tờ giấy
Dung_ngan_0189	Dung	dataset/Dung/ngan/Recording (190).wav	buổi tối chúng tôi thả đèn hoa đăng cầu mong bình an trên dòng sông
Dung_ngan_0190	Dung	dataset/Dung/ngan/Recording (191).wav	đĩa nem rán vàng ruộm được dọn ra kèm rau thơm và bún trắng
Dung_ngan_0191	Dung	dataset/Dung/ngan/Recording (192).wav	chuyến tàu lửa băng qua những cung đường ven biển tuyệt đẹp
Dung_ngan_0192	Dung	dataset/Dung/ngan/Recording (193).wav	quán nhỏ ven đường phục vụ món ốc luộc chấm mắm gừng cay nồng
Dung_ngan_0193	Dung	dataset/Dung/ngan/Recording (194).wav	chúng tôi cắm trại qua đêm giữa rừng thông và đốt lửa sưởi ấm
Dung_ngan_0194	Dung	dataset/Dung/ngan/Recording (195).wav	tô cháo lòng nóng hổi rắc thêm hành lá và tiêu xay thơm lừng
Dung_ngan_0195	Dung	dataset/Dung/ngan/Recording (196).wav	người dân nơi đây sống chủ yếu bằng nghề trồng chè và dệt vải
Dung_ngan_0196	Dung	dataset/Dung/ngan/Recording (197).wav	buổi sáng cao nguyên phủ đầy sương mù trắng xóa như trong tranh
Dung_ngan_0197	Dung	dataset/Dung/ngan/Recording (198).wav	đĩa bánh bèo nhỏ xíu chan mỡ hành béo ngậy khiến ai cũng thích
Dung_ngan_0198	Dung	dataset/Dung/ngan/Recording (199).wav	chúng tôi mua ít mật ong rừng và trà shan tuyết về làm quà
Dung_ngan_0199	Dung	dataset/Dung/ngan/Recording (200).wav	kết thúc chuyến đi mọi người đều lưu luyến không muốn rời xa
Hieu_clean_0000	Hieu	dataset/Hieu/clean/Recording (1).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0001	Hieu	dataset/Hieu/clean/Recording (2).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0002	Hieu	dataset/Hieu/clean/Recording (3).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0003	Hieu	dataset/Hieu/clean/Recording (4).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0004	Hieu	dataset/Hieu/clean/Recording (5).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0005	Hieu	dataset/Hieu/clean/Recording (6).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0006	Hieu	dataset/Hieu/clean/Recording (7).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0007	Hieu	dataset/Hieu/clean/Recording (8).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0008	Hieu	dataset/Hieu/clean/Recording (9).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0009	Hieu	dataset/Hieu/clean/Recording (10).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0010	Hieu	dataset/Hieu/clean/Recording (11).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0011	Hieu	dataset/Hieu/clean/Recording (12).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0012	Hieu	dataset/Hieu/clean/Recording (13).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0013	Hieu	dataset/Hieu/clean/Recording (14).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0014	Hieu	dataset/Hieu/clean/Recording (15).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0015	Hieu	dataset/Hieu/clean/Recording (16).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0016	Hieu	dataset/Hieu/clean/Recording (17).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0017	Hieu	dataset/Hieu/clean/Recording (18).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0018	Hieu	dataset/Hieu/clean/Recording (19).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0019	Hieu	dataset/Hieu/clean/Recording (20).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0020	Hieu	dataset/Hieu/clean/Recording (21).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0021	Hieu	dataset/Hieu/clean/Recording (22).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0022	Hieu	dataset/Hieu/clean/Recording (23).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0023	Hieu	dataset/Hieu/clean/Recording (24).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0024	Hieu	dataset/Hieu/clean/Recording (25).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0025	Hieu	dataset/Hieu/clean/Recording (26).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0026	Hieu	dataset/Hieu/clean/Recording (27).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0027	Hieu	dataset/Hieu/clean/Recording (28).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0028	Hieu	dataset/Hieu/clean/Recording (29).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0029	Hieu	dataset/Hieu/clean/Recording (30).wav	hôm nay tôi kiểm tra hệ thống nhận dạng tiếng nói bằng dữ liệu thử nghiệm và ghi âm trong phòng yên tĩnh vào lúc tám giờ ba mươi phút
Hieu_clean_0030	Hieu	dataset/Hieu/clean/Recording (31).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0031	Hieu	dataset/Hieu/clean/Recording (32).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0032	Hieu	dataset/Hieu/clean/Recording (33).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0033	Hieu	dataset/Hieu/clean/Recording (34).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0034	Hieu	dataset/Hieu/clean/Recording (35).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0035	Hieu	dataset/Hieu/clean/Recording (36).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0036	Hieu	dataset/Hieu/clean/Recording (37).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0037	Hieu	dataset/Hieu/clean/Recording (38).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0038	Hieu	dataset/Hieu/clean/Recording (39).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0039	Hieu	dataset/Hieu/clean/Recording (40).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0040	Hieu	dataset/Hieu/clean/Recording (41).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0041	Hieu	dataset/Hieu/clean/Recording (42).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0042	Hieu	dataset/Hieu/clean/Recording (43).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0043	Hieu	dataset/Hieu/clean/Recording (44).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0044	Hieu	dataset/Hieu/clean/Recording (45).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0045	Hieu	dataset/Hieu/clean/Recording (46).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0046	Hieu	dataset/Hieu/clean/Recording (47).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0047	Hieu	dataset/Hieu/clean/Recording (48).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0048	Hieu	dataset/Hieu/clean/Recording (49).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0049	Hieu	dataset/Hieu/clean/Recording (50).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0050	Hieu	dataset/Hieu/clean/Recording (51).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0051	Hieu	dataset/Hieu/clean/Recording (52).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0052	Hieu	dataset/Hieu/clean/Recording (53).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0053	Hieu	dataset/Hieu/clean/Recording (54).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0054	Hieu	dataset/Hieu/clean/Recording (55).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0055	Hieu	dataset/Hieu/clean/Recording (56).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0056	Hieu	dataset/Hieu/clean/Recording (57).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0057	Hieu	dataset/Hieu/clean/Recording (58).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0058	Hieu	dataset/Hieu/clean/Recording (59).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0059	Hieu	dataset/Hieu/clean/Recording (60).wav	tôi ghi âm dữ liệu thử nghiệm vào lúc tám giờ ba mươi phút trong phòng yên tĩnh để kiểm tra hệ thống nhận dạng tiếng nói hôm nay
Hieu_clean_0060	Hieu	dataset/Hieu/clean/Recording (61).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0061	Hieu	dataset/Hieu/clean/Recording (62).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0062	Hieu	dataset/Hieu/clean/Recording (63).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0063	Hieu	dataset/Hieu/clean/Recording (64).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0064	Hieu	dataset/Hieu/clean/Recording (65).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0065	Hieu	dataset/Hieu/clean/Recording (66).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0066	Hieu	dataset/Hieu/clean/Recording (67).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0067	Hieu	dataset/Hieu/clean/Recording (68).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0068	Hieu	dataset/Hieu/clean/Recording (69).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0069	Hieu	dataset/Hieu/clean/Recording (70).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0070	Hieu	dataset/Hieu/clean/Recording (71).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0071	Hieu	dataset/Hieu/clean/Recording (72).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0072	Hieu	dataset/Hieu/clean/Recording (73).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0073	Hieu	dataset/Hieu/clean/Recording (74).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0074	Hieu	dataset/Hieu/clean/Recording (75).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0075	Hieu	dataset/Hieu/clean/Recording (76).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0076	Hieu	dataset/Hieu/clean/Recording (77).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0077	Hieu	dataset/Hieu/clean/Recording (78).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0078	Hieu	dataset/Hieu/clean/Recording (79).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0079	Hieu	dataset/Hieu/clean/Recording (80).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0080	Hieu	dataset/Hieu/clean/Recording (81).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0081	Hieu	dataset/Hieu/clean/Recording (82).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0082	Hieu	dataset/Hieu/clean/Recording (83).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0083	Hieu	dataset/Hieu/clean/Recording (84).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0084	Hieu	dataset/Hieu/clean/Recording (85).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0085	Hieu	dataset/Hieu/clean/Recording (86).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0086	Hieu	dataset/Hieu/clean/Recording (87).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0087	Hieu	dataset/Hieu/clean/Recording (88).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0088	Hieu	dataset/Hieu/clean/Recording (89).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_clean_0089	Hieu	dataset/Hieu/clean/Recording (90).wav	trong phòng yên tĩnh vào lúc tám giờ ba mươi phút hôm nay tôi ghi âm dữ liệu thử nghiệm để kiểm tra hệ thống nhận dạng tiếng nói
Hieu_ngan_0000	Hieu	dataset/Hieu/ngan/Recording (1).wav	ông lão ngồi bên hiên nhà nhâm nhi tách trà nóng giữa buổi chiều đông
Hieu_ngan_0001	Hieu	dataset/Hieu/ngan/Recording (2).wav	đám trẻ trong xóm reo hò khi thấy chiếc diều bay cao vút trên bầu trời
Hieu_ngan_0002	Hieu	dataset/Hieu/ngan/Recording (3).wav	bà cụ bán hàng nước đầu làng luôn dành phần bánh cho lũ trẻ hiếu học
Hieu_ngan_0003	Hieu	dataset/Hieu/ngan/Recording (4).wav	người thợ rèn cần mẫn nện búa vào thanh sắt nung đỏ rực trong lò
Hieu_ngan_0004	Hieu	dataset/Hieu/ngan/Recording (5).wav	cô lái đò khẽ hát một điệu dân ca khi đưa khách qua bến sông chiều
Hieu_ngan_0005	Hieu	dataset/Hieu/ngan/Recording (6).wav	những mái ngói rêu phong nghiêng mình soi bóng xuống dòng kênh êm ả
Hieu_ngan_0006	Hieu	dataset/Hieu/ngan/Recording (7).wav	tiếng chuông chùa ngân nga vọng khắp thung lũng vào lúc rạng đông
Hieu_ngan_0007	Hieu	dataset/Hieu/ngan/Recording (8).wav	anh nông dân vác cuốc ra đồng khi trời còn mờ hơi sương sớm
Hieu_ngan_0008	Hieu	dataset/Hieu/ngan/Recording (9).wav	lễ hội đua thuyền thu hút hàng nghìn người dân đứng chật hai bên bờ sông
Hieu_ngan_0009	Hieu	dataset/Hieu/ngan/Recording (10).wav	người nghệ nhân tỉ mỉ khắc từng nét hoa văn lên chiếc bình gốm men lam
Hieu_ngan_0010	Hieu	dataset/Hieu/ngan/Recording (11).wav	đoàn lân rộn ràng múa quanh sân đình trong tiếng trống dồn dập vui tai
Hieu_ngan_0011	Hieu	dataset/Hieu/ngan/Recording (12).wav	cụ đồ già mài mực tàu rồi đưa bút lông viết những nét chữ bay bổng
Hieu_ngan_0012	Hieu	dataset/Hieu/ngan/Recording (13).wav	chiếc đèn dầu leo lét soi sáng góc học tập của cậu bé mỗi tối
Hieu_ngan_0013	Hieu	dataset/Hieu/ngan/Recording (14).wav	người mẹ ru con ngủ bằng câu hát à ơi ngọt ngào giữa trưa hè
Hieu_ngan_0014	Hieu	dataset/Hieu/ngan/Recording (15).wav	bác thợ mộc đo đạc cẩn thận trước khi cưa tấm ván gỗ thành khung cửa
Hieu_ngan_0015	Hieu	dataset/Hieu/ngan/Recording (16).wav	gánh hàng rong kẽo kẹt đi qua con phố nhỏ trong buổi sáng tinh mơ
Hieu_ngan_0016	Hieu	dataset/Hieu/ngan/Recording (17).wav	đàn trâu thong dong gặm cỏ trên triền đê lộng gió cuối chiều
Hieu_ngan_0017	Hieu	dataset/Hieu/ngan/Recording (18).wav	người họa sĩ phác nhanh vài nét chì để giữ lại khoảnh khắc hoàng hôn
Hieu_ngan_0018	Hieu	dataset/Hieu/ngan/Recording (19).wav	tiếng sáo diều vi vu trên cánh đồng làm lòng người thấy nhẹ nhõm
Hieu_ngan_0019	Hieu	dataset/Hieu/ngan/Recording (20).wav	cô gái làng chài phơi từng mẻ cá khô lấp lánh dưới nắng ban trưa
Hieu_ngan_0020	Hieu	dataset/Hieu/ngan/Recording (21).wav	những chiếc thuyền thúng bồng bềnh neo đậu bên bãi cát trắng phau
Hieu_ngan_0021	Hieu	dataset/Hieu/ngan/Recording (22).wav	người thợ dệt đưa thoi qua lại nhịp nhàng tạo nên tấm lụa mềm mại
Hieu_ngan_0022	Hieu	dataset/Hieu/ngan/Recording (23).wav	đoàn người hành hương lặng lẽ leo từng bậc đá lên ngôi đền cổ trên núi
Hieu_ngan_0023	Hieu	dataset/Hieu/ngan/Recording (24).wav	tiếng rao bán tàu hũ vang lên đều đặn mỗi buổi xế trưa trong ngõ nhỏ
